doc_id,item,category,amount,price,discount
CHK-01-03-41765,G.Skill Trident Z5 64GB DDR4,RAM,1,92824,2856.98
CHK-01-03-41765,Intel Core i5-12400F,processors,3,16298,285.66
CHK-01-03-41765,Biostar X670E Valkyrie,motherboards,4,6985,93.83
CHK-01-03-41765,ASRock B550 Phantom Gaming,motherboards,5,37151,2005.03
CHK-01-03-41765,Gigabyte Aorus Z790 Master,motherboards,5,24354,2695.62
CHK-01-03-41765,Lian Li Lancool III,cases,3,38114,1247.62
CHK-01-03-59072,Biostar X670E Valkyrie,motherboards,2,78754,6960.88
CHK-01-03-59072,AMD Radeon RX 6800 XT,graphics cards,2,91403,4572.53
CHK-01-03-59072,NZXT H510 Case,cases,2,89297,12786.6
CHK-01-03-59072,Intel Core i7-13700K,processors,4,54100,4687.2
CHK-01-03-59072,Arctic Liquid Freezer II 360,coolers,2,27213,1138.49
CHK-01-03-85015,EK AIO Elite 360 D-RGB Cooler,coolers,5,35187,523.55
CHK-01-03-85015,Kingston Fury Beast 16GB DDR4,RAM,2,66110,3207.66
CHK-01-03-50370,Western Digital Black SN850X 2TB,SSDs,2,38670,2010.78
CHK-01-03-50370,AMD Radeon RX 6800 XT,graphics cards,5,55670,7470.05
CHK-01-03-50370,AMD Ryzen 5 7500F,processors,4,50359,4967.62
CHK-01-03-69602,Crucial Ballistix 32GB DDR4,RAM,5,10600,158.46
CHK-01-03-69602,Noctua NH-D15 CPU Cooler,coolers,4,12754,839.7
CHK-01-03-88280,Patriot Viper Steel 32GB DDR4,RAM,1,87233,5234.06
CHK-01-03-88280,AMD Ryzen 9 7950X,processors,2,94696,9824.11
CHK-01-03-88280,AMD Ryzen 5 7500F,processors,2,90572,7566.05
CHK-01-03-88280,Gigabyte Aorus Z790 Master,motherboards,2,40040,599.56
CHK-01-03-84096,HyperX Predator 64GB DDR5,RAM,3,75342,7474.09
CHK-01-03-84096,Seagate FireCuda 520 1TB,SSDs,5,95076,11532.43
CHK-01-03-84096,AMD Radeon RX 7900 XTX,graphics cards,1,32889,3074.41
CHK-01-03-84096,HyperX Predator 64GB DDR5,RAM,2,50343,5067.33
CHK-01-03-84096,Samsung 990 PRO 1TB SSD,SSDs,1,29846,2196.25
CHK-01-03-84096,NVIDIA GeForce RTX 3080 Ti,graphics cards,5,40297,5156.38
CHK-01-03-84096,Western Digital Black SN850X 2TB,SSDs,3,74742,9731.88
CHK-01-03-84096,Gigabyte Aorus Z790 Master,motherboards,2,24460,2808.04
CHK-01-03-85130,AMD Radeon RX 6800 XT,graphics cards,2,61681,5315.07
CHK-01-03-85130,Kingston Fury Beast 16GB DDR4,RAM,2,51633,7656.46
CHK-01-03-85130,Fractal Design Meshify 2,cases,1,55108,3323.03
CHK-01-03-85130,Noctua NH-D15 CPU Cooler,coolers,3,81889,11971.34
CHK-01-03-85130,Western Digital Black SN850X 2TB,SSDs,2,3405,315.4
CHK-01-03-85130,Thermaltake Toughpower GF1 850W,power supplies,1,97839,6679.69
CHK-01-03-85130,Seagate FireCuda 520 1TB,SSDs,5,78740,11784.99
CHK-01-03-85130,Western Digital Black SN850X 2TB,SSDs,2,43075,170.32
CHK-01-03-72743,MSI MPG B650 Carbon,motherboards,5,56876,22.84
CHK-01-03-72743,Kingston Fury Beast 16GB DDR4,RAM,2,47925,2169.25
CHK-01-03-72743,Intel Core i5-12400F,processors,3,87514,11351.36
CHK-01-03-72743,Intel Core i7-13700K,processors,4,83164,6966.81
CHK-01-03-72743,Phanteks Eclipse P400A,cases,2,21382,1805.27
